Ad schedule day and hour report
1 October 2025 - 31 December 2025
Day of the week,Hour of the day,Campaign,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. rate,Conversions,Cost / conv.
Tuesday,8,PMax | Rem | FR,EUR,4.75,383,13,3.39%,0.14,1.82,0.00%,0.00,0.00
Sunday,5,PMax | Rem | FR,EUR,6.89,80,6,7.50%,0.09,0.55,0.00%,0.00,0.00
Sunday,13,PMax | Rem | FR,EUR,9.54,404,26,6.44%,0.15,3.86,0.00%,0.00,0.00
Friday,23,S | General | UK,EUR,153.40,66,13,19.70%,0.78,10.12,0.00%,0.00,0.00
Thursday,4,S | General | UK,EUR,225.00,4,2,50.00%,0.45,0.90,0.00%,0.00,0.00
Tuesday,9,S | General | UK,EUR,134.00,55,4,7.27%,1.84,7.37,0.00%,0.00,0.00
Friday,6,S | Brand | NL,EUR,69.17,12,2,16.67%,0.42,0.83,50.00%,1.00,0.83
Friday,9,S | Brand | NL,EUR,85.76,33,14,42.42%,0.20,2.83,14.29%,2.00,1.42
Wednesday,6,S | Brand | NL,EUR,251.43,7,3,42.86%,0.59,1.76,33.33%,1.00,1.76
Tuesday,5,PMax | Rem | DE,EUR,4.50,84,2,2.38%,0.19,0.38,0.00%,0.00,0.00
Tuesday,10,PMax | Rem | DE,EUR,18.37,307,10,3.26%,0.56,5.64,0.00%,0.00,0.00
Saturday,2,PMax | Rem | UK,EUR,8.42,93,6,6.45%,0.13,0.78,0.00%,0.00,0.00
Wednesday,15,PMax | Rem | UK,EUR,36.70,190,22,11.58%,0.32,6.97,2.27%,0.50,13.94
Tuesday,16,PMax | Rem | UK,EUR,1.00,"2,848",51,1.79%,0.06,2.86,0.00%,0.00,0.00
Tuesday,22,PMax | Rem | UK,EUR,9.97,195,57,29.23%,0.03,1.94,0.00%,0.00,0.00
Monday,16,PMax | Rem | UK,EUR,8.98,176,18,10.23%,0.09,1.58,0.00%,0.00,0.00
Monday,23,PMax | Rem | UK,EUR,0.22,"20,144",130,0.65%,0.03,4.48,0.00%,0.00,0.00
Sunday,21,PMax | Rem | UK,EUR,1.25,"7,105",77,1.08%,0.12,8.90,0.00%,0.00,0.00
Thursday,1,PMAX | shopping | EU | EN,EUR,0.32,"1,970",7,0.36%,0.09,0.63,0.00%,0.00,0.00
Tuesday,17,PMAX | shopping | EU | EN,EUR,0.43,"7,553",43,0.57%,0.07,3.22,0.00%,0.00,0.00
Monday,5,S | General | EU | FR,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,5,S | Brand | EU | DE,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,21,S | Brand | EU | DE,EUR,0.00,19,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,0,Rem | EU | DE,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,8,Rem | EU | DE,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,23,Rem | NL,EUR,0.00,142,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,5,Rem | NL,EUR,0.00,29,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,3,S | General | UK,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,11,Rem | EU | FR,EUR,0.00,30,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,6,PMAX | shopping | EU | EN,EUR,0.00,31,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,11,S | Brand | EU | DE,EUR,113.13,16,1,6.25%,1.81,1.81,0.00%,0.00,0.00
Thursday,16,S | Brand | EU | DE,EUR,268.57,14,4,28.57%,0.94,3.76,0.00%,0.00,0.00
Sunday,11,S | Brand | EU | DE,EUR,203.33,9,1,11.11%,1.83,1.83,0.00%,0.00,0.00
Sunday,16,S | Brand | EU | DE,EUR,1.33,15,2,13.33%,0.01,0.02,0.00%,0.00,0.00
Saturday,19,PMax | Rem | NL | New,EUR,7.97,"2,235",111,4.97%,0.16,17.81,0.00%,0.00,0.00
Friday,4,PMax | Rem | NL | New,EUR,3.19,155,7,4.52%,0.07,0.49,0.00%,0.00,0.00
Thursday,14,PMax | Rem | NL | New,EUR,23.50,"1,471",84,5.71%,0.41,34.57,2.38%,2.00,17.28
Thursday,20,PMax | Rem | NL | New,EUR,9.40,"2,142",71,3.31%,0.28,20.13,0.00%,0.00,0.00
Wednesday,11,PMax | Rem | NL | New,EUR,7.37,"2,047",80,3.91%,0.19,15.09,1.25%,1.00,15.09
Tuesday,22,PMax | Rem | NL | New,EUR,11.35,"2,570",146,5.68%,0.20,29.16,0.00%,0.00,0.00
Monday,12,PMax | Rem | NL | New,EUR,10.87,"1,801",84,4.66%,0.23,19.58,1.19%,1.00,19.58
Saturday,18,S | General | EU | EN,EUR,32.99,127,7,5.51%,0.60,4.19,0.00%,0.00,0.00
Friday,11,S | General | EU | EN,EUR,33.68,106,8,7.55%,0.45,3.57,0.00%,0.00,0.00
Friday,23,S | General | EU | EN,EUR,40.00,81,3,3.70%,1.08,3.24,33.33%,1.00,3.24
Wednesday,7,S | General | EU | EN,EUR,10.24,85,1,1.18%,0.87,0.87,0.00%,0.00,0.00
Monday,11,S | General | EU | EN,EUR,21.97,94,3,3.19%,0.69,2.07,0.00%,0.00,0.00
Monday,16,S | General | EU | EN,EUR,36.09,69,4,5.80%,0.62,2.49,0.00%,0.00,0.00
Monday,18,S | General | EU | EN,EUR,26.95,79,5,6.33%,0.43,2.13,0.00%,0.00,0.00
Saturday,13,Rem | EU | DE,EUR,16.43,58,2,3.45%,0.48,0.95,0.00%,0.00,0.00
Friday,15,Rem | EU | DE,EUR,1.25,86,1,1.16%,0.11,0.11,0.00%,0.00,0.00
Friday,17,Rem | EU | DE,EUR,1.54,74,10,13.51%,0.01,0.11,0.00%,0.00,0.00
Thursday,19,Rem | NL,EUR,2.13,158,2,1.27%,0.17,0.34,0.00%,0.00,0.00
Saturday,3,PMax | Rem | FR,EUR,0.36,30,3,10.00%,0.00,0.01,0.00%,0.00,0.00
Saturday,21,PMax | Rem | FR,EUR,1.13,304,10,3.29%,0.03,0.34,0.00%,0.00,0.00
Friday,13,PMax | Rem | FR,EUR,16.51,256,25,9.77%,0.17,4.23,4.00%,1.00,4.23
Monday,18,PMax | Rem | FR,EUR,7.36,279,32,11.47%,0.06,2.05,0.00%,0.00,0.00
Sunday,18,PMax | Rem | FR,EUR,9.20,250,9,3.60%,0.26,2.30,0.00%,0.00,0.00
Saturday,7,S | General | NL,EUR,79.59,157,7,4.46%,1.79,12.50,0.00%,0.00,0.00
Thursday,10,S | General | NL,EUR,92.40,184,13,7.07%,1.31,17.00,0.00%,0.00,0.00
Tuesday,12,S | General | NL,EUR,43.77,204,9,4.41%,0.99,8.93,11.11%,1.00,8.93
Tuesday,19,S | General | NL,EUR,46.23,204,7,3.43%,1.35,9.43,0.00%,0.00,0.00
Friday,16,S | General | EU | DE,EUR,53.19,67,4,5.97%,0.89,3.56,0.00%,0.00,0.00
Friday,20,S | General | EU | DE,EUR,47.05,28,2,7.14%,0.66,1.32,0.00%,0.00,0.00
Tuesday,10,S | General | EU | DE,EUR,125.85,79,10,12.66%,0.99,9.94,0.00%,0.00,0.00
Sunday,15,S | General | EU | DE,EUR,146.48,54,4,7.41%,1.98,7.91,0.00%,0.00,0.00
Thursday,10,S | Brand | UK,EUR,100.00,2,1,50.00%,0.20,0.20,0.00%,0.00,0.00
Friday,10,S | Brand | EU | EN,EUR,94.00,5,1,20.00%,0.47,0.47,0.00%,0.00,0.00
Friday,19,PMax | Rem | EU | EN,EUR,12.27,"1,147",71,6.19%,0.20,14.08,0.00%,0.00,0.00
Thursday,21,PMax | Rem | EU | EN,EUR,6.71,"1,863",63,3.38%,0.20,12.51,0.00%,0.00,0.00
Wednesday,20,PMax | Rem | EU | EN,EUR,10.87,"1,140",63,5.53%,0.20,12.39,1.59%,1.00,12.39
Tuesday,9,PMax | Rem | EU | EN,EUR,10.50,858,42,4.90%,0.21,9.01,0.00%,0.00,0.00
Monday,13,PMax | Rem | EU | EN,EUR,6.09,781,63,8.07%,0.08,4.76,0.00%,0.00,0.00
Sunday,11,PMax | Rem | EU | EN,EUR,12.95,852,44,5.16%,0.25,11.03,0.00%,0.00,0.00
Thursday,10,S | General | EU | FR,EUR,20.00,31,1,3.23%,0.62,0.62,0.00%,0.00,0.00
Wednesday,22,S | General | EU | FR,EUR,62.62,24,2,8.33%,0.75,1.50,0.00%,0.00,0.00
Saturday,1,S | General | UK,EUR,97.14,28,4,14.29%,0.68,2.72,0.00%,0.00,0.00
Saturday,20,S | General | UK,EUR,87.87,74,10,13.51%,0.65,6.50,0.00%,0.00,0.00
Thursday,12,S | General | UK,EUR,97.27,69,10,14.49%,0.67,6.71,0.00%,0.00,0.00
Thursday,22,S | General | UK,EUR,60.79,62,3,4.84%,1.26,3.77,0.00%,0.00,0.00
Tuesday,0,S | General | UK,EUR,59.17,38,4,10.53%,0.56,2.25,0.00%,0.00,0.00
Tuesday,8,S | General | UK,EUR,27.05,44,1,2.27%,1.19,1.19,0.00%,0.00,0.00
Monday,7,S | General | UK,EUR,72.82,27,3,11.11%,0.66,1.97,0.00%,0.00,0.00
Friday,7,S | Brand | NL,EUR,5.33,15,6,40.00%,0.01,0.08,33.33%,2.00,0.04
Sunday,13,S | Brand | NL,EUR,213.57,14,4,28.57%,0.75,2.99,50.00%,2.00,1.50
Sunday,22,S | Brand | NL,EUR,91.50,20,6,30.00%,0.31,1.83,66.67%,4.00,0.46
Saturday,6,PMax | Rem | DE,EUR,30.62,164,8,4.88%,0.63,5.02,0.00%,0.00,0.00
Thursday,4,PMax | Rem | DE,EUR,16.00,143,3,2.10%,0.76,2.29,0.00%,0.00,0.00
Monday,8,PMax | Rem | DE,EUR,6.27,321,11,3.43%,0.18,2.01,9.09%,1.00,2.01
Thursday,1,PMax | Rem | UK,EUR,66.26,82,7,8.54%,0.78,5.43,0.00%,0.00,0.00
Monday,12,PMax | Rem | UK,EUR,5.51,961,20,2.08%,0.26,5.29,0.00%,0.00,0.00
Saturday,7,PMAX | shopping | EU | EN,EUR,0.43,"6,432",27,0.42%,0.10,2.78,0.00%,0.00,0.00
Friday,11,PMAX | shopping | EU | EN,EUR,1.11,72,1,1.39%,0.08,0.08,0.00%,0.00,0.00
Thursday,8,PMAX | shopping | EU | EN,EUR,2.40,"2,293",9,0.39%,0.61,5.51,0.00%,0.00,0.00
Wednesday,12,PMAX | shopping | EU | EN,EUR,0.18,"10,431",19,0.18%,0.10,1.89,0.00%,0.00,0.00
Tuesday,18,PMAX | shopping | EU | EN,EUR,0.79,"1,175",9,0.77%,0.10,0.93,0.00%,0.00,0.00
Friday,9,S | Brand | EU | DE,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,13,S | Brand | EU | DE,EUR,0.00,10,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,5,S | General | EU | EN,EUR,0.00,17,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,6,Rem | EU | EN,EUR,0.00,34,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,1,Rem | EU | EN,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,14,Rem | EU | DE,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,11,Rem | NL,EUR,0.00,81,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,14,Rem | NL,EUR,0.00,114,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,6,Rem | NL,EUR,0.00,43,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,4,S | General | NL,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,1,S | General | NL,EUR,0.00,17,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,2,S | General | EU | FR,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,3,Rem | EU | FR,EUR,0.00,12,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,11,Rem | EU | FR,EUR,0.00,46,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,16,PMAX | shopping | EU | EN,EUR,0.00,66,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,14,S | General | UK,EUR,101.90,63,8,12.70%,0.80,6.42,0.00%,0.00,0.00
Monday,15,S | General | UK,EUR,20.53,73,3,4.11%,0.50,1.50,0.00%,0.00,0.00
Friday,21,S | Brand | EU | DE,EUR,231.00,10,3,30.00%,0.77,2.31,0.00%,0.00,0.00
Thursday,12,PMax | Rem | NL | New,EUR,11.45,"1,678",72,4.29%,0.27,19.21,1.39%,1.00,19.21
Saturday,17,S | General | EU | EN,EUR,19.90,118,3,2.54%,0.78,2.35,0.00%,0.00,0.00
Friday,21,S | General | EU | EN,EUR,62.84,102,7,6.86%,0.92,6.41,0.00%,0.00,0.00
Tuesday,8,S | General | EU | EN,EUR,65.93,66,9,13.64%,0.48,4.35,0.00%,0.00,0.00
Tuesday,16,S | General | EU | EN,EUR,21.62,81,6,7.41%,0.29,1.75,0.00%,0.00,0.00
Tuesday,19,S | General | EU | EN,EUR,24.58,86,4,4.65%,0.53,2.11,0.00%,0.00,0.00
Sunday,13,S | General | EU | EN,EUR,66.39,114,16,14.04%,0.47,7.57,0.00%,0.00,0.00
Monday,0,Rem | EU | EN,EUR,0.15,22,1,4.55%,0.00,0.00,0.00%,0.00,0.00
Friday,21,Rem | EU | DE,EUR,217.29,17,2,11.76%,1.85,3.69,0.00%,0.00,0.00
Friday,14,Rem | NL,EUR,6.95,90,1,1.11%,0.63,0.63,0.00%,0.00,0.00
Friday,18,Rem | NL,EUR,2.67,141,1,0.71%,0.38,0.38,0.00%,0.00,0.00
Thursday,13,Rem | NL,EUR,34.42,83,2,2.41%,1.43,2.86,0.00%,0.00,0.00
Saturday,20,PMax | Rem | FR,EUR,8.53,255,13,5.10%,0.17,2.18,0.00%,0.00,0.00
Tuesday,4,PMax | Rem | FR,EUR,0.80,28,5,17.86%,0.00,0.02,0.00%,0.00,0.00
Monday,1,PMax | Rem | FR,EUR,0.71,59,6,10.17%,0.01,0.04,0.00%,0.00,0.00
Saturday,11,S | General | NL,EUR,95.30,216,14,6.48%,1.47,20.58,14.29%,2.00,10.29
Friday,17,S | General | NL,EUR,64.42,158,9,5.70%,1.13,10.18,11.11%,1.00,10.18
Thursday,23,S | General | NL,EUR,109.63,115,10,8.70%,1.26,12.61,2.46%,0.25,51.26
Wednesday,10,S | General | NL,EUR,107.41,267,22,8.24%,1.30,28.68,0.00%,0.00,0.00
Wednesday,19,S | General | NL,EUR,109.09,219,18,8.22%,1.33,23.89,8.33%,1.50,15.93
Monday,4,S | General | NL,EUR,64.00,15,1,6.67%,0.96,0.96,0.00%,0.00,0.00
Thursday,13,S | General | EU | DE,EUR,131.84,76,2,2.63%,5.01,10.02,0.00%,0.00,0.00
Monday,9,S | General | EU | DE,EUR,172.16,67,6,8.96%,1.92,11.53,16.67%,1.00,11.53
Monday,16,S | General | EU | DE,EUR,87.17,46,2,4.35%,2.01,4.01,0.00%,0.00,0.00
Wednesday,22,PMax | Rem | EU | EN,EUR,10.88,"1,047",75,7.16%,0.15,11.40,0.00%,0.00,0.00
Tuesday,12,PMax | Rem | EU | EN,EUR,6.90,"1,070",69,6.45%,0.11,7.39,0.00%,0.00,0.00
Sunday,2,PMax | Rem | EU | EN,EUR,7.62,285,17,5.96%,0.13,2.17,0.00%,0.00,0.00
Sunday,0,S | General | EU | FR,EUR,54.98,14,2,14.29%,0.38,0.77,0.00%,0.00,0.00
Sunday,1,S | General | EU | FR,EUR,56.25,8,1,12.50%,0.45,0.45,0.00%,0.00,0.00
Sunday,14,S | General | EU | FR,EUR,70.98,58,6,10.34%,0.69,4.12,0.00%,0.00,0.00
Thursday,15,S | Brand | NL,EUR,50.95,21,10,47.62%,0.11,1.07,30.00%,3.00,0.36
Friday,19,PMax | Rem | DE,EUR,5.94,573,12,2.09%,0.28,3.40,0.00%,0.00,0.00
Thursday,5,PMax | Rem | DE,EUR,37.22,141,8,5.67%,0.66,5.25,0.00%,0.00,0.00
Thursday,23,PMax | Rem | DE,EUR,0.66,231,18,7.79%,0.01,0.15,0.00%,0.00,0.00
Wednesday,9,PMax | Rem | DE,EUR,17.70,305,10,3.28%,0.54,5.40,0.00%,0.00,0.00
Wednesday,19,PMax | Rem | DE,EUR,9.31,408,16,3.92%,0.24,3.80,0.00%,0.00,0.00
Saturday,13,PMax | Rem | UK,EUR,18.85,370,15,4.05%,0.46,6.97,0.00%,0.00,0.00
Saturday,20,PMax | Rem | UK,EUR,7.28,610,16,2.62%,0.28,4.44,0.00%,0.00,0.00
Friday,2,PMax | Rem | UK,EUR,5.34,418,9,2.15%,0.25,2.23,0.00%,0.00,0.00
Wednesday,16,PMax | Rem | UK,EUR,9.78,316,42,13.29%,0.07,3.09,1.19%,0.50,6.18
Tuesday,10,PMax | Rem | UK,EUR,1.07,"2,736",35,1.28%,0.08,2.92,0.00%,0.00,0.00
Saturday,5,PMAX | shopping | EU | EN,EUR,0.16,"3,803",8,0.21%,0.08,0.60,0.00%,0.00,0.00
Thursday,22,PMAX | shopping | EU | EN,EUR,1.30,116,3,2.59%,0.05,0.15,0.00%,0.00,0.00
Wednesday,16,PMAX | shopping | EU | EN,EUR,0.28,"11,232",52,0.46%,0.06,3.09,0.00%,0.00,0.00
Tuesday,1,PMAX | shopping | EU | EN,EUR,0.64,"2,567",19,0.74%,0.09,1.63,0.00%,0.00,0.00
Tuesday,5,PMAX | shopping | EU | EN,EUR,0.29,"3,287",13,0.40%,0.07,0.95,0.00%,0.00,0.00
Sunday,10,PMAX | shopping | EU | EN,EUR,0.72,"2,323",19,0.82%,0.09,1.67,0.00%,0.00,0.00
Saturday,3,S | Brand | EU | DE,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,23,S | Brand | EU | DE,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,9,Rem | EU | DE,EUR,0.00,82,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,12,Rem | NL,EUR,0.00,18,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,0,S | General | UK,EUR,95.37,67,6,8.96%,1.06,6.39,0.00%,0.00,0.00
Tuesday,1,S | General | UK,EUR,22.93,22,2,9.09%,0.25,0.50,0.00%,0.00,0.00
Monday,6,S | General | UK,EUR,42.22,9,1,11.11%,0.38,0.38,0.00%,0.00,0.00
Monday,13,S | General | UK,EUR,54.48,87,5,5.75%,0.95,4.74,20.00%,1.00,4.74
Monday,17,S | General | UK,EUR,114.86,82,12,14.63%,0.78,9.42,0.00%,0.00,0.00
Sunday,18,S | General | UK,EUR,161.95,82,13,15.85%,1.02,13.28,0.00%,0.00,0.00
Saturday,8,S | Brand | EU | DE,EUR,0.67,15,1,6.67%,0.01,0.01,0.00%,0.00,0.00
Wednesday,15,S | Brand | EU | DE,EUR,81.05,19,5,26.32%,0.31,1.54,20.00%,1.00,1.54
Tuesday,7,PMax | Rem | NL | New,EUR,12.35,"1,558",104,6.68%,0.18,19.24,0.00%,0.00,0.00
Saturday,11,S | General | EU | EN,EUR,7.17,91,2,2.20%,0.33,0.65,0.00%,0.00,0.00
Sunday,23,S | General | EU | EN,EUR,33.18,66,4,6.06%,0.55,2.19,0.00%,0.00,0.00
Saturday,5,Rem | EU | EN,EUR,1.34,10,1,10.00%,0.01,0.01,0.00%,0.00,0.00
Friday,19,Rem | EU | DE,EUR,28.31,77,7,9.09%,0.31,2.18,0.00%,0.00,0.00
Thursday,17,Rem | NL,EUR,3.98,112,1,0.89%,0.45,0.45,0.00%,0.00,0.00
Saturday,15,PMax | Rem | FR,EUR,7.98,270,16,5.93%,0.13,2.15,0.00%,0.00,0.00
Friday,7,PMax | Rem | FR,EUR,7.19,343,29,8.45%,0.08,2.46,0.00%,0.00,0.00
Thursday,2,PMax | Rem | FR,EUR,24.38,27,6,22.22%,0.11,0.66,0.00%,0.00,0.00
Tuesday,12,PMax | Rem | FR,EUR,4.21,453,17,3.75%,0.11,1.91,0.00%,0.00,0.00
Monday,15,PMax | Rem | FR,EUR,2.47,167,21,12.57%,0.02,0.41,0.00%,0.00,0.00
Friday,6,S | General | NL,EUR,18.20,50,2,4.00%,0.46,0.91,0.00%,0.00,0.00
Wednesday,15,S | General | NL,EUR,101.11,216,15,6.94%,1.46,21.84,0.00%,0.00,0.00
Saturday,17,S | General | EU | DE,EUR,54.86,72,3,4.17%,1.32,3.95,0.00%,0.00,0.00
Saturday,19,S | General | EU | DE,EUR,92.11,42,3,7.14%,1.29,3.87,0.00%,0.00,0.00
Saturday,12,PMax | Rem | EU | EN,EUR,5.74,"1,104",58,5.25%,0.11,6.34,0.00%,0.00,0.00
Wednesday,10,PMax | Rem | EU | EN,EUR,14.55,"1,125",73,6.49%,0.22,16.37,0.00%,0.00,0.00
Tuesday,3,PMax | Rem | EU | EN,EUR,2.40,118,16,13.56%,0.02,0.28,0.00%,0.00,0.00
Tuesday,4,PMax | Rem | EU | EN,EUR,1.62,219,17,7.76%,0.02,0.35,0.00%,0.00,0.00
Tuesday,10,PMax | Rem | EU | EN,EUR,8.55,969,89,9.18%,0.09,8.28,0.00%,0.00,0.00
Monday,12,PMax | Rem | EU | EN,EUR,5.84,697,43,6.17%,0.09,4.07,0.00%,0.00,0.00
Saturday,17,S | General | EU | FR,EUR,100.18,56,4,7.14%,1.40,5.61,0.00%,0.00,0.00
Thursday,21,S | General | EU | FR,EUR,108.51,47,6,12.77%,0.85,5.10,0.00%,0.00,0.00
Monday,11,S | General | EU | FR,EUR,100.71,14,1,7.14%,1.41,1.41,0.00%,0.00,0.00
Monday,13,S | General | EU | FR,EUR,73.64,22,1,4.55%,1.62,1.62,0.00%,0.00,0.00
Tuesday,7,S | Brand | NL,EUR,4.37,13,6,46.15%,0.01,0.06,16.67%,1.00,0.06
Monday,7,S | Brand | NL,EUR,111.58,19,8,42.11%,0.27,2.12,25.00%,2.00,1.06
Sunday,11,S | Brand | NL,EUR,86.12,30,9,30.00%,0.29,2.58,0.00%,0.00,0.00
Friday,0,PMax | Rem | DE,EUR,3.35,"1,904",60,3.15%,0.11,6.38,0.00%,0.00,0.00
Wednesday,12,PMax | Rem | DE,EUR,29.45,360,22,6.11%,0.48,10.60,0.00%,0.00,0.00
Tuesday,4,PMax | Rem | DE,EUR,6.09,52,1,1.92%,0.32,0.32,0.00%,0.00,0.00
Monday,2,PMax | Rem | DE,EUR,0.55,39,3,7.69%,0.01,0.02,0.00%,0.00,0.00
Saturday,16,PMax | Rem | UK,EUR,12.39,401,24,5.99%,0.21,4.97,0.00%,0.00,0.00
Thursday,3,PMax | Rem | UK,EUR,1.78,43,4,9.30%,0.02,0.08,0.00%,0.00,0.00
Thursday,14,PMax | Rem | UK,EUR,10.70,383,8,2.09%,0.51,4.10,0.00%,0.00,0.00
Wednesday,14,PMax | Rem | UK,EUR,7.96,206,17,8.25%,0.10,1.64,0.00%,0.00,0.00
Tuesday,0,PMax | Rem | UK,EUR,0.36,"14,331",155,1.08%,0.03,5.15,0.00%,0.00,0.00
Sunday,10,Rem | EU | FR,EUR,0.33,75,1,1.33%,0.03,0.03,0.00%,0.00,0.00
Thursday,2,PMAX | shopping | EU | EN,EUR,0.67,790,6,0.76%,0.09,0.53,0.00%,0.00,0.00
Thursday,6,PMAX | shopping | EU | EN,EUR,0.56,924,9,0.97%,0.06,0.51,0.00%,0.00,0.00
Thursday,19,PMAX | shopping | EU | EN,EUR,1.09,174,2,1.15%,0.09,0.19,0.00%,0.00,0.00
Wednesday,22,PMAX | shopping | EU | EN,EUR,9.60,101,1,0.99%,0.97,0.97,0.00%,0.00,0.00
Saturday,4,Rem | EU | DE,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,19,Rem | EU | DE,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,7,Rem | NL,EUR,0.00,54,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,4,S | General | NL,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,11,S | General | EU | DE,EUR,0.00,59,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,18,S | Brand | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,12,S | Brand | EU | EN,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,0,S | General | EU | FR,EUR,0.00,6,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,2,Rem | EU | FR,EUR,0.00,19,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,11,S | General | NL,EUR,69.59,231,12,5.19%,1.34,16.08,0.00%,0.00,0.00
Wednesday,14,S | General | NL,EUR,80.34,218,15,6.88%,1.17,17.51,0.00%,0.00,0.00
Sunday,17,S | General | NL,EUR,65.83,250,14,5.60%,1.18,16.46,0.00%,0.00,0.00
Sunday,21,S | General | NL,EUR,46.65,332,14,4.22%,1.11,15.49,0.00%,0.00,0.00
Saturday,1,S | General | EU | DE,EUR,370.62,19,2,10.53%,3.52,7.04,0.00%,0.00,0.00
Saturday,20,PMax | Rem | EU | EN,EUR,8.14,"1,599",112,7.00%,0.12,13.01,0.00%,0.00,0.00
Thursday,17,PMax | Rem | EU | EN,EUR,4.41,"1,413",70,4.95%,0.09,6.23,0.00%,0.00,0.00
Tuesday,1,PMax | Rem | EU | EN,EUR,5.63,203,23,11.33%,0.05,1.14,0.00%,0.00,0.00
Tuesday,7,PMax | Rem | EU | EN,EUR,9.42,643,83,12.91%,0.07,6.06,0.00%,0.00,0.00
Tuesday,13,PMax | Rem | EU | EN,EUR,4.02,946,76,8.03%,0.05,3.80,0.00%,0.00,0.00
Tuesday,16,PMax | Rem | EU | EN,EUR,9.58,"1,074",90,8.38%,0.11,10.29,0.00%,0.00,0.00
Tuesday,20,PMax | Rem | EU | EN,EUR,10.70,"1,593",98,6.15%,0.17,17.04,2.04%,2.00,8.52
Monday,19,PMax | Rem | EU | EN,EUR,16.82,"1,268",79,6.23%,0.27,21.33,1.27%,1.00,21.33
Friday,21,S | General | EU | FR,EUR,89.52,21,1,4.76%,1.88,1.88,0.00%,0.00,0.00
Thursday,15,S | General | EU | FR,EUR,36.51,38,2,5.26%,0.69,1.39,0.00%,0.00,0.00
Wednesday,21,S | General | EU | FR,EUR,275.77,26,4,15.38%,1.79,7.17,0.00%,0.00,0.00
Tuesday,22,S | General | EU | FR,EUR,50.00,35,4,11.43%,0.44,1.75,0.00%,0.00,0.00
Monday,20,S | General | EU | FR,EUR,45.56,18,1,5.56%,0.82,0.82,0.00%,0.00,0.00
Sunday,3,S | General | EU | FR,EUR,56.67,3,1,33.33%,0.17,0.17,0.00%,0.00,0.00
Sunday,9,S | General | EU | FR,EUR,77.30,37,4,10.81%,0.72,2.86,0.00%,0.00,0.00
Sunday,11,S | General | EU | FR,EUR,60.17,34,3,8.82%,0.68,2.05,0.00%,0.00,0.00
Friday,14,S | Brand | EU | DE,EUR,737.23,12,2,16.67%,4.42,8.85,0.00%,0.00,0.00
Thursday,12,S | Brand | EU | DE,EUR,400.00,17,1,5.88%,6.80,6.80,0.00%,0.00,0.00
Tuesday,13,S | Brand | EU | DE,EUR,77.00,10,2,20.00%,0.39,0.77,50.00%,1.00,0.77
Tuesday,19,S | Brand | EU | DE,EUR,168.75,8,3,37.50%,0.45,1.35,0.00%,0.00,0.00
Saturday,1,PMax | Rem | NL | New,EUR,9.75,325,12,3.69%,0.26,3.17,0.00%,0.00,0.00
